"mid","codepost","censoredpost","politics","complaining","similarity"
"mSaFlETAcd","大家闭眼所以说，一个行业火爆的时候，啥人都会插一脚。。。唐骏有资格解读电子商务未来之道吗？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m2DrJADPvL","通话的手机坏了，只能用上网的手机微信私信联系了","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mpGFghAWMH","你们家的S3害死我了，突然关机再也无法开机，有说法吗？网上说是升级固件原因，但这也太扯了吧","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mS3ygoeNCN","供应商和渠道往往承担供应链融资和服务等职能，现金流周转效率和毛利率两者往往不可兼得。JD要盈利，就需要另找外部资金平台（银行）来帮他去周转供应链资金，否则毛利上不去渠道对于消费者本来就是成本，在中国，每一个渠道环节都要保有不低于20%的毛利空间才能生存","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mwPlHRazKy","这是个啥东东啊？去澳洲上市也不错啊恭喜老蔡，熊强！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m4YGyYiLDY","你家的BodyButter用了都说好谢谢@anson_style","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mkpVCMrCSY","这就是经济学家！我差，上午看到的新闻是女士看空房地产市场。。。。这就是我多年的观点！可能不赞同吧？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mviJSMynfj","夫妻两个人，辛辛苦苦打拼一生，终于买了个海景大别墅。他们每周一匆匆离去，周一到周四都得挤在城里100多平方的公寓里，周五才能赶回来享用海景别墅。然而，他们家的保姆却每天抱着狗在别墅的露台上看大海，喝咖啡，晒太阳。。。","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mQFiHtdqMW","好事！过去的一切协议全不认了，到时候看谁的拳头硬？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mtHXsaZihj","期待明天！冯小刚预测是：1942！@侯宁","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mT55E5JQZr","千万别拍汉武帝！股市也有冯导的娱乐细胞，把中国股民带到1942年恐怖岁月那就没什么好怕的喽！就怕有人筹拍《我在998选美的日子》冯小刚预测是：1942！@侯宁","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mrMkCI3Qgl","如果有一天我去了北大讲台上，我会像于丹一样被学生轰下台吗？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m1hKZFBgN","转发微博","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mj4a91hj8h","不能分享、不能评论，这不很正常吗？特色懂不懂？转问各位：为什么？@王克勤","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mnVQfL3zI3","回复用吴老师的话来说：谦卑是需要资格的。","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mTSLYq6FEc","因为心中有信仰，为了心目中的神圣。这是当今国人最缺乏的东西。为什么自焚泼脏水，街坊邻居的大妈大婶最在行。","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mR6bouuYGO","老卡對著倆話筒基情昂揚的大喊：傻鳥、AV，你們他媽的都是騙子，老子遲早要被你們丫的給毀了！一看就不是“闻讯赶来”的。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mAMi62YUcd","轉發微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mS31pxyD1t","維護個雞毛！！全是一丘之貉！！","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mcrFl4h3Jc","兌車！一盘很大的棋转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mqJEBbMgHw","一看樓主就不是生意人！人家這是在全球經濟疲軟的情況下，率先開發的創收項目。同感！转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m9ILofGTwF","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mrM3M6kE11","一息尚存我心不死!!","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mcrFllhHo4","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mEmtbw3zFT","【广东一小学厕所屏风墙坍塌如厕男生2死2伤(图)】南方日报讯今日上午8时10分,罗定市泗纶镇中心小学厕所屏风墙意外坍塌,造成当时正在上厕所的4名男生受伤,其中2人经抢救无效死亡。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mLLnaBZQme","转发微博。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mpGA8GHS5c","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"meBYmprF25","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m4YRQc8ewS","喜欢这样的小巷","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mhituImcfp","魔都三杰一起坐地铁，到了出站闸口，刘翔说：我不需要通过验票也能过去。说完，跨栏过去了。姚明说：我也不需要验票，抬腿跨过去了。话音未落，只见郭敬明冷笑着走了过去。","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m2rBEkzN1q","【星星墙】星星灯砖块~美到不行！~买几块镶嵌入墙壁中，每天都会好像生活在浪漫的童话中~","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m60o2q8xby","同一個人，是沒法給你相同的痛苦的。當他重複地傷害你，那個傷口已經習慣了，感覺已經麻木了@围脖爱情语录","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mNljJJMGJk","这三个字才是世上最难逾越的鸿沟啊！！哭了！！by@小朱酱","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m0k27ZoOVI","人生有三苦@围脖爱情语录","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m7dun7vNz1","我看我自己看了20多年才看顺眼，你看我不顺眼很正常。我活着也不是为了取悦你。。。","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mNf9LtUfC9","超有用！经典！果断收下~","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mpb6jC4nKX","你们都被数学老湿骗了！把正弦sin读作【saiin】的都弱爆了！","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mRc38AgHvT","灰瓦白墙，临水拂风！","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m0iD20h5SF","【转给你周围想瘦脸的朋友】瘦脸大法中医师告诉的秘诀不要乱做，过犹不及。","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mNT28l3dvR","性格上你最大的弱点是什么?","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mkbXTjC2KM","白醋奥妙多，用到美容上，简单又划算，经过个人亲自试验的哦！","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mB1vm5gdX1","1、贫穷不能等，因为时间久了，你就会贫穷习惯了；2、梦想不能等，因为努力晚了，人老就无能为力了。。。","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mJKXa1jlY4","众里寻他千百度，蓦然回首，那人却在灯火阑珊处","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mevB8Q33u9","送闺蜜做礼物情人节送女盆友很不错哦～","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m5ujV3rwBH","职场新人如何尽快适应工作","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mGvzZz53pq","【测试你的事业目标】题目：你最希望在公园，看到什么样有意思的建筑物？【A】童话式的糖果屋；【B】充满SPA禅风的木屋；【C】有牛有羊的牧场；【D】人文气息的庙宇；【E】豪华独栋的别墅。解析：BGAW","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mpp9YE4ttR","摩托Razr紫色版大陆限量开卖:售价4700元~~","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mRc3xjMye1","【EB-5移民的优势】保证您及家人的美国永久居住权！更多精彩尽在","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"mrAXbhWarv","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mEmpOyIsfA","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mzH6EUuhqZ","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mpG3FlK3zP","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mFLDm9DfEW","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mkpvp3uqyl","转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mFLDoF8Cad","人比人死，货比货扔转发微博","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mGxOIfXCmZ","回复这就是麻木","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","No","No",1
"mptJ4ERbNC","转发微博","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"mcDyKhf6RP","转发微博","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"mH4ux6l4c0","辉煌10年！转发微博","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"mEmpttNzuS","瞪大眼睛盯着呢！不是不报，时候一到，立刻就报那帮人绝不会有好报应","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"meBmwSNfvt","厉害！","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"mgwq4GD6oO","你妹你妹","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"m1huHFirD","转发微博","如果今日的那个最高只要穿上，带上，就足够了。","No","No",1
"mgYfvGFN4d","太无耻太。。。。。。写这个文章的记者不得好死！","如果今日的那个最高只要穿上，带上，就足够了。","No","Yes",1
"mzH8C3xdvp","祝广东天使会成立唐先生的书已经在拜读之中《天使投资》一书的目的是布道草根创业天使的精神去全国各地，虽然我没有参与过#广州天使会#的成立，我也祝贺你们！全国其他天使会的成立，我也会祝贺！我的目的也是帮忙不添加乱！希望各地#草根天使会#如我书中所写：","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"m9IRNnuVLc","希望能够找到转，父亲节大家帮忙找妈妈！好友寻母心切，求各位转发。","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mCVjbPqhzm","完了将来要变成眼睛非常大脖子和手特别长屁股特别宽但腿脚都很小的那种上下绝对不成比例的怪物啦","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mu94wbkqd0","说真话很难，说假话有愧良心。说空话套话的人多了！","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"m80U0m9V8Z","上海第一百货淮海店关门停业了，BMW将此开展示店。1993年开业的第一百货淮海店一度曾是此地段地标性百货公司，在上世纪90年代经营可谓风生水起，而19年后，它却突然选择了关门(微评：电商凶猛、线下成本狂涨；将来的百货公司将越来越少，线下好的位置都将被那些毛利极为丰厚的品牌占据）","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mT5Qn0p9vC","一个字-难两个字-成本三个字-需求小","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mCCi5USoG4","转发微博","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mr3S0tDC0A","转发微博","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"m4hIalzMU7","转发微博","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mqesb5xVXu","这是哪个乡土电视台啊？","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mpGnmeIjpr","好丰富的女人~","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mc9qaeIUzN","。。。大部分来自美国~","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"m5uuaJeCZd","转发微博","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mdZOPeecs5","转发微博","市长这么难见，这就是最糟糕的现实。如果民意得到尊重，新闻有了发表的自由，这个场面绝不会出现。幸运的是，现在有了微博……","No","No",1
"mTSc823IRn","昨日惊蛰，进入卯月，2012年壬辰年癸卯月，是为天干年月劫财，地支相破之月，水则堂特为各位朋友再次备上春分助运法术，让大家过一个吉祥顺利的卯月！详情点击","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"m9IgIcV6tj","【佛言慧语】1.若无“是非”挂心头，便是人间好时节。2.事能知足心常惬，人到无求品自高。3.有才而性缓定属大才，有智而气和斯为大智。4.千人千般苦，苦苦不相同。5.向人低头，不曾矮小过。6.作福莫如惜福，悔过莫如寡过。7.烦恼比岁月更易催人颜老。8.贪心，你的嘴脸，就是贫穷相。","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"mrM2OpW1Qb","中国美学鼻祖","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"mxAQtZU4gF","转发微博","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"mrM2P3BqD3","转发微博","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"mr3eLIlov1","转发微博","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","No","No",1
"mR6lNVXXbV","转发微博","我投给了不同意加强网络管控这个选项。","No","No",1
"mdZ0xp2fuu","下一步舍命保财的人应该很多很多．．...1","我投给了不同意加强网络管控这个选项。","No","No",1
"mcXQWVJeHb","你约成了，叫上我，我踢后卫绝对没问题，中场休息，我跟他谈谈凉山孩子的问题。","我投给了不同意加强网络管控这个选项。","No","No",1
"mZw4DqpH6r","关注！关注！关注关注！","我投给了不同意加强网络管控这个选项。","No","No",1
"mJdiqbLRum","有这事？每一条么？点进微博后也不行么？","我投给了不同意加强网络管控这个选项。","No","No",1
"mT5fnurd0Y","这两样儿把人都教坏了。","我投给了不同意加强网络管控这个选项。","No","No",1
"mAMiJahpIZ","转发微博","我投给了不同意加强网络管控这个选项。","No","No",1
"m0kZ4cd8qf","强烈建议！","我投给了不同意加强网络管控这个选项。","No","No",1
"mPjlY0Yi3V","转发微博","我投给了不同意加强网络管控这个选项。","No","No",1
"mR6lLCX1M5","转发微博","我投给了不同意加强网络管控这个选项。","No","No",1
"murIX3q9RW","SOS......帮忙转发扩散谢谢","我投给了不同意加强网络管控这个选项。","No","No",1
"mNpmRkhoW9","自浮雕","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mNpm38BTTz","终于上机场大巴了，明早八点起上回从北京回广州，5点半航班，将近凌晨到广州上空降不下，折飞湖南落在长沙，硬是让我第二天坐高铁回广州我在等航班，本来是五点半飞，到现在都飞不成","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mJKMX9QD71","我在等航班，本来是五点半飞，到现在都飞不成","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mBcxrAnmC1","此贴值得认真思索。","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"m7dExrPMMb","回复五点半不过天阴，当时前面只有三架，等半小时雨大了5点半就不能飞了吗？我在等航班，本来是五点半飞，到现在都飞不成","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mVZeC7Er11","男权视角的贱观点我也很想知道他定义的贱相是什么相。贱相是什么相？","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mJthhVd2Az","同事中间是领导，员工身边是兄弟！","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mtqzhc5524","擦~","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mu92DSJt8G","哈哈这个照片好！","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mf6CSsMoij","精辟！","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mCVw8yVPua","哀大莫过于心死！","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"m9Ryvripws","太可怕了~","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"m5P41FXpcj","【汽车年检应该取消！】全世界汽车年检，仅中国一家，不过是最终为收钱而已，其中黑洞巨大，年检部门甚至可当场勒令修车。试问，新车有合格证，为何要年检？年检过审后出了事故审车部门也不给负责，车船税，购置税，高价油，过桥费，交强险等等，座座大山压死人，说白了，要钱而已。","打黑黒打的真相正在逐步揭开，但这些直接的打手尚不是危害最大的，因为他们无论怎么作恶毕竟是局部的，那些受重庆各种形式直接和间接资助与组织，在学术界、媒体和网络上进行大力鼓噪，甚至至今还挂着某人头像以示忠贞的人，才是最需要揭露的，因为他们毒化了整个社会。","No","No",1
"mNTFjWfKn7","#败家那些年#以楼主的败家经验，敬告各位还在读书或者刚毕业的姐妹们，千万不要贪便宜买一两百块的淘宝大衣。哪怕里面衬着穿衣服稍微次一些，普通一些，买的少一些，从牙缝里抠出来的钱一定要用来买一件贵的大衣！因为它占了你全身太大的面积，好货便宜货一眼就会被看穿，切记切记！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mwQDeTICya","没喊开始就粗现了是犯规好么，人类好坏！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mpbqeyA1Ps","咯吱咯吱，踩雪的声音像只小老鼠在叫，正是因为这个，跟着二叔走了大半夜都没喊累。终于到了，她进门还没脱手套呢，一眼看见穿戴整齐的他。这就是俺对象啊，她想，可真斯文。他娘张嘴露出磕瓜子有了小缺口的门牙：赶紧拜堂吧，别耽误了好时辰。她傻呵呵地跪下，妞啊，捧着这个，二叔把黑白照片递给她。","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mhiVEB8feK","傲骨贤妻第四季服装贴，真的有这样的好心人啊。母们电影也求此待遇！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mL8XmZxiKu","#败家那些年#我当年看中一件fendi的外套，因为太贵，就先咬牙买了，不剪标签穿着去参加一个活动。第二天我去上海著名的董家桥纺织市场，找了个经验丰富的老裁缝，照着正品打样给我做一件山寨的，再把原衣退了。过了几天我就哭着捧着一件屎回家，还花了不少钱。别觉得名牌太贵，那种剪裁就是值这个价！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mF8cvsjV4v","我给营销账号，出个主意，你们把各个时装戏的美剧，比如欲望都市，绝望的主妇，傲骨贤妻等等女猪女配们的衣服都整理出来，标出哪个牌子。再附上淘宝仿制的地址，肯定比转发冷笑话强啊。坐等。","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"m87Je0zC3h","例子极蠢。虽然我不了解于丹，也不知道此事真相如何。仅作者提供的信息来说，无人能为他人的生命负责。抑郁症本来就是极难治疗的疾病，把姑娘跳楼归于于丹不和她煲电话粥也太扯了。照这么说，姚晨没和我家隔壁邻居结婚，他心情不好而和别人打架受伤，也应该找姚晨赔偿咯？","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"m7yMcUjc21","#高龄箍牙日记#卖煎饼果子的小哥，你真的要相信我流口水滴到衣服上是对牙套还不适应，不是因为我馋也不是因为我癫痫更不是因为我对你有想法啊啊啊！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mgY5VepstN","#败家那些年#不过我国际名牌很难伺候，保养不起，维修不起。有段时间我穷得很，古奇的包（别人送的）不巧又掉了一颗钢扣子。我拿去恒隆的店里想补一颗，单是钢扣价格200，还要等两个月（2007年的时候，现在不知道涨价没有），我好愤怒的说，我把包上剩余七颗扣子全部抠下来给你，能不能倒找我1400呀！","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mrMRhV16Pi","万箭穿心观后不知从何说起，房子、婚外情、下岗、婆媳关系、单亲家庭种种体制问题造成了中国式悲剧；宝莉在丈夫自杀后发誓撑起家，辛苦十年儿子金榜提名却提出分房的那一刻让她崩溃。其实生活上谁都没有错，只是有时候错的时间碰到了错的人无能为力。为这部片子的编剧叫好，12年最好的国产片当之无愧。","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mAMm9M1OFN","电影平实地记录了一个女人作为妻子和母亲十年间的沧海桑田，并由此看到了我们一直浸淫其中的一种现实，这种现实并不离奇，但很残酷，身处其中，我们每个人都会产生同样的焦虑和不安，这是我认为影片更有价值的地方。","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mJK481mxLN","如果我是编剧，最后一幕宝莉挑着扁担出家门后，就不出现建建开车来接她那一幕，让她出现在七八条马路的交汇处，阳光下眼神迷茫不知去处，背后有小宝远远凝望母亲远去的背影，那才是真的万箭穿心了。","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"m4YT0svmMP","哇哈哈","改变命运的三种方法：读书，坐头等舱，唱民歌。","No","No",1
"mFLklsDAVw","转发微博","改革开放后，他做过两届总理，一任总书记，7年前的今天辞世。当年，有一挽联：青史留名人心自在小朝廷何足道哉，难为汉相宁做楚囚大丈夫无所谓了。","No","No",1
